code,tournament,bid,seed,rWon,school,gender,speaks,phouse,location,state,grad,numGender,facPhouse,facInstate,numInstate,trips,doubs,octas,quarters,semis,finals,elimsw,gotBid,facGotBid
Newark Science DJ,Bronx,Octas,156,2,Newark Science,male,136.2,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Newark Science SM,Bronx,Octas,134,3,Newark Science,female,137.2,0,New York,New Jersey,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Nova Sr MH,Bronx,Octas,145,2,Nova Sr,female,138.3,0,New York,Florida,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Nueva JT,Bronx,Octas,150,2,Nueva,male,137.5,0,New York,California,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Oakwood Secondary AB,Bronx,Octas,108,3,Oakwood Secondary,male,140.6,0,New York,California,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Oakwood Secondary AM,Bronx,Octas,59,4,Oakwood Secondary,male,143.1,0,New York,California,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Oakwood Secondary JW,Bronx,Octas,9,6,Oakwood Secondary,male,146.5,0,New York,California,2017,1,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Pembroke Pines Charter EG,Bronx,Octas,133,3,Pembroke Pines Charter,female,137.3,0,New York,Florida,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Pembroke Pines Charter JF,Bronx,Octas,64,4,Pembroke Pines Charter,male,142.6,0,New York,Florida,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Pembroke Pines Charter SS,Bronx,Octas,71,4,Pembroke Pines Charter,male,141.9,0,New York,Florida,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Pingry AG,Bronx,Octas,89,4,Pingry,female,139.8,0,New York,New Jersey,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Princeton MM,Bronx,Octas,100,3,Princeton,male,141.3,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Princeton NE,Bronx,Octas,118,3,Princeton,male,139.4,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Randolph AP,Bronx,Octas,113,3,Randolph,female,139.77,0,New York,New Jersey,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ridge SK,Bronx,Octas,8,6,Ridge,male,146.7,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
Ridge VK,Bronx,Octas,36,5,Ridge,male,144.3,0,New York,New Jersey,2017,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Roslyn AG,Bronx,Octas,78,4,Roslyn,male,141,0,New York,New York,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Scarsdale GZ,Bronx,Octas,43,4,Scarsdale,female,145.2,1,New York,New York,2017,0,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Scarsdale ML,Bronx,Octas,84,4,Scarsdale,male,140.6,1,New York,New York,2017,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Scarsdale ZG,Bronx,Octas,27,5,Scarsdale,male,145.4,1,New York,New York,2017,1,Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
St. Louis Park DA,Bronx,Octas,63,4,St. Louis Park,male,142.9,0,New York,Minnesota,2017,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Stuyvesant KF,Bronx,Octas,37,5,Stuyvesant,female,144.3,0,New York,New York,2017,0,non-Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Stuyvesant OG,Bronx,Octas,153,2,Stuyvesant,female,136.9,0,New York,New York,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Stuyvesant YE,Bronx,Octas,85,4,Stuyvesant,female,140.4,0,New York,New York,2017,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Syosset AM,Bronx,Octas,31,5,Syosset,male,144.7,0,New York,New York,2017,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Syosset JW,Bronx,Octas,49,4,Syosset,male,143.9,0,New York,New York,2017,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Trinity Prep MP,Bronx,Octas,164,1,Trinity Prep,female,139.4,0,New York,Florida,2017,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
University MW,Bronx,Octas,66,4,University,male,142.5,1,New York,Florida,2017,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Walt Whitman MH,Bronx,Octas,80,4,Walt Whitman,male,140.9,1,New York,Maryland,2017,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Walt Whitman XR,Bronx,Octas,35,5,Walt Whitman,male,144.3,1,New York,Maryland,2017,1,Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
West Des Moines Valley EM,Bronx,Octas,53,4,Des Moines Valley,male,143.4,1,New York,Iowa,2017,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
West Des Moines Valley TF,Bronx,Octas,16,5,Des Moines Valley,male,146.8,1,New York,Iowa,2017,1,Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
West Des Moines Valley TG,Bronx,Octas,11,6,Des Moines Valley,male,145.3,1,New York,Iowa,2017,1,Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
Barrington HS,Bronx,Octas,74,4,Barrington,male,141.4,0,New York,Illinois,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington JH,Bronx,Octas,111,3,Barrington,male,140.1,0,New York,Illinois,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington SN,Bronx,Octas,70,4,Barrington,female,142,0,New York,Illinois,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Barrington VA,Bronx,Octas,60,4,Barrington,male,143,0,New York,Illinois,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Byram Hills AW,Bronx,Octas,38,5,Byram Hills,male,143.9,1,New York,New York,2016,1,Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Byram Hills CS,Bronx,Octas,109,3,Byram Hills,male,140.5,1,New York,New York,2016,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Byram Hills PE,Bronx,Octas,5,6,Byram Hills,male,147.5,1,New York,New York,2016,1,Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Byram Hills SC,Bronx,Octas,56,4,Byram Hills,female,143.3,1,New York,New York,2016,0,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Cambridge Rindge and Latin PO,Bronx,Octas,30,5,Cambridge Rindge and Latin,female,144.8,0,New York,Massachusetts,2016,0,non-Powerhouse,outofstate,0,1,1,1,1,0,-1,3,1,Bid
Cape Elizabeth CO,Bronx,Octas,136,2,Cape Elizabeth,female,140.9,0,New York,Maine,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Delbarton EC,Bronx,Octas,52,4,Delbarton,male,143.7,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Delbarton VK,Bronx,Octas,28,5,Delbarton,male,144.9,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
DuPont Manual XH,Bronx,Octas,18,5,DuPont Manual,female,146.2,0,New York,Kentucky,2016,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
George Washington CO KB,Bronx,Octas,122,3,George Washington CO,female,139.1,0,New York,Colorado,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Harrison EA,Bronx,Octas,13,5,Harrison,female,147.7,0,New York,New York,2016,0,non-Powerhouse,instate,1,1,1,0,-1,-1,-1,-1,1,Bid
Harrison KK,Bronx,Octas,46,4,Harrison,female,144.5,0,New York,New York,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Harrison SR,Bronx,Octas,32,5,Harrison,female,144.6,0,New York,New York,2016,0,non-Powerhouse,instate,1,1,1,1,1,1,0,5,1,Bid
Hawken NK,Bronx,Octas,15,5,Hawken,female,146.8,0,New York,Ohio,2016,0,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Isidore Newman AA,Bronx,Octas,97,3,Isidore Newman,female,141.7,0,New York,Louisianna,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
La Salle College FB,Bronx,Octas,161,2,La Salle College,male,135.07,0,New York,Pennsylvania,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
La Salle College SR,Bronx,Octas,157,2,La Salle College,male,136.1,0,New York,Pennsylvania,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lake Highland Prep NK,Bronx,Octas,1,7,Lake Highland Prep,male,148.2,1,New York,Florida,2016,1,Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Lake Highland Prep OT,Bronx,Octas,69,4,Lake Highland Prep,male,142.1,1,New York,Florida,2016,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Lake Highland Prep SP,Bronx,Octas,10,6,Lake Highland Prep,female,146.1,1,New York,Florida,2016,0,Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Lexington AS,Bronx,Octas,26,5,Lexington,male,145.4,0,New York,Massachusetts,2016,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Millburn PH,Bronx,Octas,93,3,Millburn,male,142.5,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Millburn WH,Bronx,Octas,12,6,Millburn,male,144.8,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
Mission San Jose Independent SS,Bronx,Octas,7,6,Mission San Jose Independent,male,147.2,0,New York,California,2016,1,non-Powerhouse,outofstate,0,1,1,1,1,1,1,6,1,Bid
Monticello DA,Bronx,Octas,47,4,Monticello,male,144.1,0,New York,New York,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Monticello KC,Bronx,Octas,96,3,Monticello,male,141.8,0,New York,New York,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Newark Science AK,Bronx,Octas,2,7,Newark Science,male,147.9,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
Nova Sr JK,Bronx,Octas,91,3,Nova Sr,female,144.8,0,New York,Florida,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Oakwood Secondary JG,Bronx,Octas,107,3,Oakwood Secondary,male,140.9,0,New York,California,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Oakwood Secondary JS,Bronx,Octas,98,3,Oakwood Secondary,male,141.7,0,New York,California,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Pembroke Pines Charter WW,Bronx,Octas,139,2,Pembroke Pines Charter,male,139.53,0,New York,Florida,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Poly Prep Country Day MD,Bronx,Octas,173,1,Poly Prep Country Day,male,135,0,New York,New York,2016,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Princeton EO,Bronx,Octas,87,4,Princeton,male,140,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Princeton JK,Bronx,Octas,103,3,Princeton,male,141.1,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Princeton MN,Bronx,Octas,115,3,Princeton,female,139.7,0,New York,New Jersey,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Randolph EW,Bronx,Octas,126,3,Randolph,female,138.5,0,New York,New Jersey,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Randolph HK,Bronx,Octas,54,4,Randolph,male,143.4,0,New York,New Jersey,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ridge NP,Bronx,Octas,33,5,Ridge,female,144.5,0,New York,New Jersey,2016,0,non-Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale DW,Bronx,Octas,17,5,Scarsdale,male,146.7,1,New York,New York,2016,1,Powerhouse,instate,1,1,0,-1,-1,-1,-1,-3,0,NoBid
Scarsdale JN,Bronx,Octas,73,4,Scarsdale,male,141.6,1,New York,New York,2016,1,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Scarsdale MC,Bronx,Octas,40,5,Scarsdale,female,143.8,1,New York,New York,2016,0,Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Scarsdale SJ,Bronx,Octas,50,4,Scarsdale,female,143.8,1,New York,New York,2016,0,Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Stuyvesant KW,Bronx,Octas,67,4,Stuyvesant,female,142.4,0,New York,New York,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Stuyvesant MR,Bronx,Octas,106,3,Stuyvesant,female,140.93,0,New York,New York,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Stuyvesant SL,Bronx,Octas,44,4,Stuyvesant,female,145,0,New York,New York,2016,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
University JR,Bronx,Octas,6,6,University,male,147.3,1,New York,Florida,2016,1,Powerhouse,outofstate,0,1,1,0,-1,-1,-1,-1,1,Bid
University KC,Bronx,Octas,4,6,University,female,147.5,1,New York,Florida,2016,0,Powerhouse,outofstate,0,1,1,1,0,-1,-1,1,1,Bid
Upper Arlington HW,Bronx,Octas,51,4,Upper Arlington,male,143.8,0,New York,Ohio,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Upper Dublin RZ,Bronx,Octas,124,3,Upper Dublin,male,138.9,0,New York,Pennsylvania,2016,1,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Walt Whitman JB,Bronx,Octas,94,3,Walt Whitman,male,142,1,New York,Maryland,2016,1,Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Walt Whitman LK,Bronx,Octas,25,5,Walt Whitman,female,145.4,1,New York,Maryland,2016,0,Powerhouse,outofstate,0,0,-1,-1,-1,-1,-1,-5,0,NoBid
West Des Moines Valley DR,Bronx,Octas,21,5,Des Moines Valley,female,145.5,1,New York,Iowa,2016,0,Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
Westford AS,Bronx,Octas,65,4,Westford,female,142.6,0,New York,Massachusetts,2016,0,non-Powerhouse,outofstate,0,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Wilson MF,Bronx,Octas,34,5,Wilson,male,144.4,0,New York,District of Columbia,2016,1,non-Powerhouse,outofstate,0,1,0,-1,-1,-1,-1,-3,0,NoBid
FE AA,Central Valley,Finals,34,2,Ferris,female,111.3,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
FE AF,Central Valley,Finals,46,1,Ferris,male,106,0,Washington,NA,NA,1,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
FE CC,Central Valley,Finals,3,5,Ferris,male,117.6,0,Washington,NA,NA,1,non-Powerhouse,NA,NA,NA,NA,1,1,0,-1,1,0,NoBid
FE CCa,Central Valley,Finals,13,4,Ferris,female,111.3,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,0,-1,-1,-1,-3,0,NoBid
FE GP,Central Valley,Finals,27,3,Ferris,female,110,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
FE TS,Central Valley,Finals,31,3,Ferris,male,107,0,Washington,NA,NA,1,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
FE WO,Central Valley,Finals,37,2,Ferris,male,108.5,0,Washington,NA,NA,1,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
LW AA,Central Valley,Finals,32,2,Lewis and Clark,female,113.7,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
LW BB,Central Valley,Finals,18,3,Lewis and Clark,female,114.5,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
LW BP,Central Valley,Finals,5,5,Lewis and Clark,female,113,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,0,-1,-1,-1,-3,0,NoBid
LW BR,Central Valley,Finals,17,3,Lewis and Clark,male,115,0,Washington,NA,NA,1,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
LW KD,Central Valley,Finals,20,3,Lewis and Clark,female,112,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
OK CL,Central Valley,Finals,36,2,Oaks Classical Christian,female,109.6,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
OK EM,Central Valley,Finals,47,1,Oaks Classical Christian,female,101.8,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
OK JM,Central Valley,Finals,43,1,Oaks Classical Christian,female,110,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
OK MR,Central Valley,Finals,35,2,Oaks Classical Christian,female,110,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
OK SG,Central Valley,Finals,48,0,Oaks Classical Christian,female,107.9,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
OK SM,Central Valley,Finals,41,2,Oaks Classical Christian,female,105,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
SR TD,Central Valley,Finals,21,3,Southridge,male,111.5,0,Washington,NA,NA,1,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
UN JS,Central Valley,Finals,38,2,Univ,female,108,0,Washington,NA,NA,0,non-Powerhouse,NA,NA,NA,NA,-1,-1,-1,-1,-4,0,NoBid
GP MA,Central Valley,Finals,16,4,Gonzaga Prep,male,109.2,0,Washington,Washington,2019,1,non-Powerhouse,instate,1,NA,NA,0,-1,-1,-1,-3,0,NoBid
GH KG,Central Valley,Finals,14,4,Gig Harbor,female,111.1,0,Washington,Washington,2018,0,non-Powerhouse,instate,1,NA,NA,0,-1,-1,-1,-3,0,NoBid
GP GK,Central Valley,Finals,44,1,Gonzaga Prep,male,108.9,0,Washington,Washington,2018,1,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
GP RO,Central Valley,Finals,29,3,Gonzaga Prep,male,108,0,Washington,Washington,2018,1,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
CD CD,Central Valley,Finals,39,2,Coeur d'Alene,female,107,0,Washington,Idaho,2017,0,non-Powerhouse,outofstate,0,NA,NA,-1,-1,-1,-1,-4,0,NoBid
CH AE,Central Valley,Finals,22,3,Coeur d'Alene Charter,male,111.4,0,Washington,Idaho,2017,1,non-Powerhouse,outofstate,0,NA,NA,-1,-1,-1,-1,-4,0,NoBid
EC DC,Central Valley,Finals,11,4,Eastside Catholic,male,112.9,0,Washington,Washington,2017,1,non-Powerhouse,instate,1,NA,NA,1,0,-1,-1,-1,0,NoBid
GH CM,Central Valley,Finals,2,6,Gig Harbor,male,116.3,0,Washington,Washington,2017,1,non-Powerhouse,instate,1,NA,NA,1,1,1,0,3,1,Bid
GH EA,Central Valley,Finals,4,5,Gig Harbor,male,117.6,0,Washington,Washington,2017,1,non-Powerhouse,instate,1,NA,NA,1,1,0,-1,1,0,NoBid
GH ND,Central Valley,Finals,24,3,Gig Harbor,female,111.1,0,Washington,Washington,2017,0,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
GH SA,Central Valley,Finals,8,4,Gig Harbor,female,116.1,0,Washington,Washington,2017,0,non-Powerhouse,instate,1,NA,NA,0,-1,-1,-1,-3,0,NoBid
GP TJ,Central Valley,Finals,19,3,Gonzaga Prep,male,114,0,Washington,Washington,2017,1,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
LN JH,Central Valley,Finals,30,3,Lincoln,male,107,0,Washington,Oregon,2017,1,non-Powerhouse,outofstate,0,NA,NA,-1,-1,-1,-1,-4,0,NoBid
MD JE,Central Valley,Finals,15,4,Mead,male,111,0,Washington,Washington,2017,1,non-Powerhouse,instate,1,NA,NA,0,-1,-1,-1,-3,0,NoBid
CD HE,Central Valley,Finals,26,3,Coeur d'Alene,male,110.5,0,Washington,Idaho,2016,1,non-Powerhouse,outofstate,0,NA,NA,-1,-1,-1,-1,-4,0,NoBid
CV AM,Central Valley,Finals,9,4,Central Valley,female,115.8,0,Washington,Washington,2016,0,non-Powerhouse,instate,1,NA,NA,1,0,-1,-1,-1,0,NoBid
CV EM,Central Valley,Finals,28,3,Central Valley,female,109,0,Washington,Washington,2016,0,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
CV GM,Central Valley,Finals,40,2,Central Valley,male,106,0,Washington,Washington,2016,1,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
EC NM,Central Valley,Finals,33,2,Eastside Catholic,male,112.9,0,Washington,Washington,2016,1,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
GH AB,Central Valley,Finals,1,6,Gig Harbor,male,116.6,0,Washington,Washington,2016,1,non-Powerhouse,instate,1,NA,NA,1,1,1,1,4,1,Bid
GH CA,Central Valley,Finals,6,5,Gig Harbor,male,111.5,0,Washington,Washington,2016,1,non-Powerhouse,instate,1,NA,NA,0,-1,-1,-1,-3,0,NoBid
GH ZW,Central Valley,Finals,23,3,Gig Harbor,male,111.3,0,Washington,Washington,2016,1,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
GP SC,Central Valley,Finals,10,4,Gonzaga Prep,male,114.3,0,Washington,Washington,2016,1,non-Powerhouse,instate,1,NA,NA,0,-1,-1,-1,-3,0,NoBid
LK CE,Central Valley,Finals,45,1,Lake City,male,107,0,Washington,Idaho,2016,1,non-Powerhouse,outofstate,0,NA,NA,-1,-1,-1,-1,-4,0,NoBid
LK JM,Central Valley,Finals,25,3,Lake City,female,111,0,Washington,Idaho,2016,0,non-Powerhouse,outofstate,0,NA,NA,-1,-1,-1,-1,-4,0,NoBid
MD BB,Central Valley,Finals,42,2,Mead,male,104,0,Washington,Washington,2016,1,non-Powerhouse,instate,1,NA,NA,-1,-1,-1,-1,-4,0,NoBid
SP BR,Central Valley,Finals,7,4,Sprague,male,118.2,0,Washington,Oregon,2016,1,non-Powerhouse,outofstate,0,NA,NA,1,0,-1,-1,-1,0,NoBid
SP CG,Central Valley,Finals,12,4,Sprague,male,112.7,0,Washington,Oregon,2016,1,non-Powerhouse,outofstate,0,NA,NA,1,0,-1,-1,-1,0,NoBid
Crystal Springs Uplands AT,College Prep,Quarters,79,2,Crystal Springs Uplands,female,112.8,0,California,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Crystal Springs Uplands KL,College Prep,Quarters,106,1,Crystal Springs Uplands,male,108.9,0,California,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Evergreen AJ,College Prep,Quarters,82,2,Evergreen,female,112.6,0,California,NA,NA,0,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Evergreen AY,College Prep,Quarters,93,2,Evergreen,male,110.8,0,California,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Fremont MM,College Prep,Quarters,99,2,Fremont,male,108.3,0,California,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Fremont RP,College Prep,Quarters,109,0,Fremont,male,112.08,0,California,NA,NA,1,non-Powerhouse,NA,NA,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Talley PW,College Prep,Quarters,8,5,Talley,male,116.9,0,California,NA,NA,1,non-Powerhouse,NA,NA,1,1,1,0,-1,-1,1,1,Bid
Ventura AP,College Prep,Quarters,50,3,Ventura,female,114.1,0,California,California,NA,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura CW,College Prep,Quarters,55,3,Ventura,male,113.7,0,California,California,NA,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura HW,College Prep,Quarters,14,5,Ventura,male,115.7,0,California,California,NA,1,non-Powerhouse,instate,1,1,1,1,0,-1,-1,1,1,Bid
Ventura NA,College Prep,Quarters,36,4,Ventura,male,114.4,0,California,California,NA,1,non-Powerhouse,instate,1,0,-1,-1,-1,-1,-1,-5,0,NoBid
Ventura NS,College Prep,Quarters,10,5,Ventura,male,116.3,0,California,California,NA,1,non-Powerhouse,instate,1,1,1,0,-1,-1,-1,-1,0,NoBid
Ventura SS,College Prep,Quarters,62,3,Ventura,female,113,0,California,California,NA,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura SZ,College Prep,Quarters,85,2,Ventura,female,112,0,California,California,NA,0,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
Ventura VV,College Prep,Quarters,42,3,Ventura,male,116.2,0,California,California,NA,1,non-Powerhouse,instate,1,-1,-1,-1,-1,-1,-1,-6,0,NoBid
