"","code","tournament","bid","seed","rWon","school","gender","speaks","phouse","location","state","grad","numGender","facPhouse","facInstate","numInstate","trips","doubs","octas","quarters","semis","finals","elimsw"
"755","Harvard-Westlake CE","Meadows","Quarters",15,4,"Harvard-Westlake","male",119.47,1,"Nevada","California","2017",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"756","Harvard-Westlake CE","St. Marks","Octas",4,5,"Harvard-Westlake","male",117.1,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"757","Harvard-Westlake CJ","Holy Cross","Finals",17,3,"Harvard-Westlake","female",168.8,1,"Louisianna","California","2018",0,"Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"758","Harvard-Westlake CJ","Yale","Quarters",108,2,"Harvard-Westlake","female",112,1,"Connecticut","California","2018",0,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"759","Harvard-Westlake DM","St. Marks","Octas",72,2,"Harvard-Westlake","male",113.1,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"760","Harvard-Westlake EC","Loyola","Semis",57,2,"Harvard-Westlake","female",109.46,1,"California","California","2019",0,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"761","Harvard-Westlake EE","Alta","Quarters",10,5,"Harvard-Westlake","male",116.1,1,"Utah","California","2017",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"762","Harvard-Westlake EE","College Prep","Quarters",31,4,"Harvard-Westlake","male",115.2,1,"California","California","2017",1,"Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"763","Harvard-Westlake EE","Glenbrooks","Octas",47,4,"Harvard-Westlake","male",145.3,1,"Illinois","California","2017",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"764","Harvard-Westlake EE","Greenhill","Octas",15,4,"Harvard-Westlake","male",115.7,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"765","Harvard-Westlake EE","Holy Cross","Finals",4,5,"Harvard-Westlake","male",173.8,1,"Louisianna","California","2017",1,"Powerhouse","outofstate",0,NA,NA,1,1,1,0,3
"766","Harvard-Westlake EE","Loyola","Semis",24,4,"Harvard-Westlake","male",113.6,1,"California","California","2017",1,"Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"767","Harvard-Westlake EE","Meadows","Quarters",10,4,"Harvard-Westlake","male",121.57,1,"Nevada","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"768","Harvard-Westlake EE","St. Marks","Octas",19,4,"Harvard-Westlake","male",115.5,1,"Texas","California","2017",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"769","Harvard-Westlake ER","Bronx","Octas",135,3,"Harvard-Westlake","male",136.9,1,"New York","California","2019",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"770","Harvard-Westlake ER","Hollywood","Finals",41,3,"Harvard-Westlake","male",111.5,1,"California","California","2019",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"771","Harvard-Westlake EW","Hollywood","Finals",56,1,"Harvard-Westlake","female",111.4,1,"California","California","2019",0,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"772","Harvard-Westlake EZ","Bronx","Octas",158,2,"Harvard-Westlake","male",136,1,"New York","California","2019",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"773","Harvard-Westlake EZ","College Prep","Quarters",96,2,"Harvard-Westlake","male",110.3,1,"California","California","2019",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"774","Harvard-Westlake EZ","Grapevine","Semis",77,2,"Harvard-Westlake","male",82.9,1,"Texas","California","2019",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"775","Harvard-Westlake IP","Alta","Quarters",7,5,"Harvard-Westlake","male",116.4,1,"Utah","California","2018",1,"Powerhouse","outofstate",0,NA,1,1,1,1,1,5
"776","Harvard-Westlake IP","Hollywood","Finals",9,5,"Harvard-Westlake","female",115.7,1,"California","California","2018",0,"Powerhouse","instate",1,NA,1,0,-1,-1,-1,-2
"777","Harvard-Westlake IP","Loyola","Semis",35,3,"Harvard-Westlake","female",113.2,1,"California","California","2018",0,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"778","Harvard-Westlake IP","St. Marks","Octas",42,3,"Harvard-Westlake","female",114.6,1,"Texas","California","2018",0,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"779","Harvard-Westlake IP","Yale","Quarters",36,4,"Harvard-Westlake","female",114.9,1,"Connecticut","California","2018",0,"Powerhouse","outofstate",0,0,-1,-1,-1,-1,-1,-5
"780","Harvard-Westlake JC","College Prep","Quarters",83,2,"Harvard-Westlake","female",112.3,1,"California","California","2018",0,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"781","Harvard-Westlake JD","Bronx","Octas",121,3,"Harvard-Westlake","male",139.28,1,"New York","California","2019",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"782","Harvard-Westlake JN","St. Marks","Octas",28,4,"Harvard-Westlake","male",114.7,1,"Texas","California","2018",1,"Powerhouse","outofstate",0,NA,0,-1,-1,-1,-1,-4
"783","Harvard-Westlake KK","Holy Cross","Finals",15,3,"Harvard-Westlake","female",167.9,1,"Louisianna","California","2019",0,"Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"784","Harvard-Westlake KK","Yale","Quarters",138,1,"Harvard-Westlake","female",110.3,1,"Connecticut","California","2019",0,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"785","Harvard-Westlake KW","College Prep","Quarters",61,3,"Harvard-Westlake","male",113,1,"California","California","2017",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"786","Harvard-Westlake LM","College Prep","Quarters",52,3,"Harvard-Westlake","female",113.9,1,"California","California","2019",0,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"787","Harvard-Westlake LM","Hollywood","Finals",19,4,"Harvard-Westlake","female",113.7,1,"California","California","2019",0,"Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"788","Harvard-Westlake LM","Holy Cross","Finals",12,4,"Harvard-Westlake","female",170.5,1,"Louisianna","California","2019",0,"Powerhouse","outofstate",0,NA,NA,0,-1,-1,-1,-3
"789","Harvard-Westlake LM","Yale","Quarters",124,2,"Harvard-Westlake","female",110,1,"Connecticut","California","2019",0,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"790","Harvard-Westlake LY","Alta","Quarters",48,3,"Harvard-Westlake","female",114.2,1,"Utah","California","2017",0,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"791","Harvard-Westlake MG","Bronx","Octas",90,4,"Harvard-Westlake","male",137.4,1,"New York","California","2019",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"792","Harvard-Westlake MG","College Prep","Quarters",51,3,"Harvard-Westlake","male",114,1,"California","California","2019",1,"Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"793","Harvard-Westlake MG","Grapevine","Semis",57,2,"Harvard-Westlake","male",85,1,"Texas","California","2019",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"794","Harvard-Westlake MG","Meadows","Quarters",56,2,"Harvard-Westlake","male",114.4,1,"Nevada","California","2019",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"795","Harvard-Westlake NP","Bronx","Octas",125,3,"Harvard-Westlake","male",138.6,1,"New York","California","2019",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"796","Harvard-Westlake NP","Meadows","Quarters",28,3,"Harvard-Westlake","male",117.7,1,"Nevada","California","2019",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"797","Harvard-Westlake NS","Alta","Quarters",16,4,"Harvard-Westlake","male",117.6,1,"Utah","California","2016",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"798","Harvard-Westlake NS","Glenbrooks","Octas",8,6,"Harvard-Westlake","male",146.7,1,"Illinois","California","2016",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"799","Harvard-Westlake NS","Greenhill","Octas",5,5,"Harvard-Westlake","male",117.3,1,"Texas","California","2016",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"800","Harvard-Westlake NS","Loyola","Semis",9,4,"Harvard-Westlake","male",116.8,1,"California","California","2016",1,"Powerhouse","instate",1,NA,1,1,1,1,1,5
"801","Harvard-Westlake NS","Meadows","Quarters",14,4,"Harvard-Westlake","male",119.53,1,"Nevada","California","2016",1,"Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"802","Harvard-Westlake NS","St. Marks","Octas",14,4,"Harvard-Westlake","male",117.2,1,"Texas","California","2016",1,"Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"803","Harvard-Westlake SP","Bronx","Octas",130,3,"Harvard-Westlake","male",137.7,1,"New York","California","2019",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"804","Harvard-Westlake SP","Grapevine","Semis",48,3,"Harvard-Westlake","male",84.1,1,"Texas","California","2019",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"805","Harvard-Westlake SP","Hollywood","Finals",18,4,"Harvard-Westlake","male",113.8,1,"California","California","2019",1,"Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"806","Harvard-Westlake VC","Bronx","Octas",104,3,"Harvard-Westlake","male",141,1,"New York","California","2019",1,"Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"807","Harvard-Westlake VC","Grapevine","Semis",76,2,"Harvard-Westlake","male",83,1,"Texas","California","2019",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"808","Harvard-Westlake VC","Meadows","Quarters",25,3,"Harvard-Westlake","male",118.1,1,"Nevada","California","2019",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"809","Harvard-Westlake WP","College Prep","Quarters",40,4,"Harvard-Westlake","male",113.3,1,"California","California","2018",1,"Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"810","Harvard-Westlake WP","Hollywood","Finals",10,5,"Harvard-Westlake","male",115.1,1,"California","California","2018",1,"Powerhouse","instate",1,NA,1,1,0,-1,-1,0
"811","Harvard-Westlake WP","Loyola","Semis",36,3,"Harvard-Westlake","male",113.1,1,"California","California","2018",1,"Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"812","Harvard-Westlake WP","Meadows","Quarters",41,3,"Harvard-Westlake","male",115.87,1,"Nevada","California","2018",1,"Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"813","Hawken NK","Blake","Quarters",23,4,"Hawken","female",115.6,0,"Minnesota","Ohio","2016",0,"non-Powerhouse","outofstate",0,NA,1,1,0,-1,-1,0
"814","Hawken NK","Bronx","Octas",15,5,"Hawken","female",146.8,0,"New York","Ohio","2016",0,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"815","Hawken NK","Yale","Quarters",17,5,"Hawken","female",115.8,0,"Connecticut","Ohio","2016",0,"non-Powerhouse","outofstate",0,1,1,1,0,-1,-1,1
"816","Hawken ZA","Yale","Quarters",118,2,"Hawken","male",110.5,0,"Connecticut","Ohio","2018",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"817","Hebron AL","UT","Semis",107,2,"Hebron","female",86.8,0,"Texas","Texas","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"818","Hebron AN","Grapevine","Semis",42,3,"Hebron","male",84.8,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"819","Hebron AN","UT","Semis",50,3,"Hebron","male",87.6,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,1,0,-1,-1,-1,-1,-3
"820","Hebron AS","Grapevine","Semis",49,3,"Hebron","male",83.7,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"821","Hebron SM","Grapevine","Semis",84,1,"Hebron","female",84.6,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"822","Hebron SM","UT","Semis",120,2,"Hebron","female",85.22,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"823","Hebron SY","UT","Semis",155,2,"Hebron","female",82.5,0,"Texas","Texas","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"824","Heights HL","Beltway","Semis",44,1,"Heights","male",108.2,0,"Maryland",NA,NA,1,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"825","Heights JM","Yale","Quarters",127,2,"Heights","male",109.8,0,"Connecticut","Virginia","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"826","Heights LC","Beltway","Semis",37,3,"Heights","male",110,0,"Maryland",NA,NA,1,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"827","Heights TC","Beltway","Semis",29,3,"Heights","male",112,0,"Maryland",NA,NA,1,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"828","Heights TCl","Beltway","Semis",38,3,"Heights","male",109.5,0,"Maryland",NA,NA,1,"non-Powerhouse",NA,NA,NA,-1,-1,-1,-1,-1,-5
"829","Heights WD","Beltway","Semis",32,3,"Heights","male",111.7,0,"Maryland","Virginia","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"830","Heights WD","Yale","Quarters",95,3,"Heights","male",109.7,0,"Connecticut","Virginia","2016",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"831","Hendrick Hudson MG","Apple Valley","Octas",77,3,"Hendrick Hudson","male",141.8,0,"Minnesota","New York","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"832","Hendrick Hudson MG","Bronx","Octas",81,4,"Hendrick Hudson","male",140.8,0,"New York","New York","2017",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"833","Hendrick Hudson MG","Princeton","Semis",58,3,"Hendrick Hudson","male",114.4,0,"New Jersey","New York","2017",1,"non-Powerhouse","outofstate",0,-1,-1,-1,-1,-1,-1,-6
"834","Hendrick Hudson MG","Ridge","Finals",4,4,"Hendrick Hudson","male",86.9,0,"New Jersey","New York","2017",1,"non-Powerhouse","outofstate",0,NA,1,1,1,1,1,5
"835","Hendrick Hudson MG","Scarsdale","Semis",30,3,"Hendrick Hudson","male",114.7,0,"New York","New York","2017",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"836","Hendrick Hudson MG","Wake Forest","Finals",16,4,"Hendrick Hudson","male",113.5,0,"North Carolina","New York","2017",1,"non-Powerhouse","outofstate",0,NA,1,1,1,0,-1,2
"837","Hendrick Hudson MG","Yale","Quarters",38,4,"Hendrick Hudson","male",114.8,0,"Connecticut","New York","2017",1,"non-Powerhouse","outofstate",0,1,0,-1,-1,-1,-1,-3
"838","Henry Clay EA","Wake Forest","Finals",32,3,"Henry Clay","male",111.3,0,"North Carolina","Kentucky","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"839","Henry W. Grady CD","Wake Forest","Finals",2,6,"Henry W. Grady","male",116,0,"North Carolina","Georgia","2016",1,"non-Powerhouse","outofstate",0,NA,1,1,1,1,1,5
"840","Henry W. Grady GB","Wake Forest","Finals",44,2,"Henry W. Grady","female",112,0,"North Carolina","Georgia","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"841","Henry W. Grady WT","Wake Forest","Finals",4,5,"Henry W. Grady","male",115.5,0,"North Carolina","Georgia","2016",1,"non-Powerhouse","outofstate",0,NA,1,0,-1,-1,-1,-2
"842","Hockad AO","UT","Semis",168,2,"Hockaday","female",80.6,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"843","Hockad CI","UT","Semis",171,1,"Hockaday","female",88.1,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"844","Hockad CY","UT","Semis",188,1,"Hockaday","female",82.3,0,"Texas","Texas","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"845","Hockad ES","UT","Semis",122,2,"Hockaday","female",85.1,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"846","Hockad JW","UT","Semis",133,2,"Hockaday","female",84.5,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"847","Hockad SA","UT","Semis",187,1,"Hockaday","female",82.6,0,"Texas","Texas","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"848","Hockad SM","UT","Semis",65,3,"Hockaday","female",86.3,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"849","Hockad TK","UT","Semis",151,2,"Hockaday","female",83,0,"Texas","Texas","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"850","Hockaday AJ","Apple Valley","Octas",100,3,"Hockaday","female",139.2,0,"Minnesota","Texas","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"851","Hockaday AJ","Glenbrooks","Octas",119,3,"Hockaday","female",141,0,"Illinois","Texas","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"852","Hockaday AO","Holy Cross","Finals",32,2,"Hockaday","female",163.4,0,"Louisianna","Texas","2018",0,"non-Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"853","Hockaday AS","Apple Valley","Octas",140,0,"Hockaday","female",136.2,0,"Minnesota","Texas","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"854","Hockaday CI","Holy Cross","Finals",29,2,"Hockaday","female",164.6,0,"Louisianna","Texas","2018",0,"non-Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"855","Hockaday ED","Glenbrooks","Octas",143,2,"Hockaday","female",140.7,0,"Illinois","Texas","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"856","Hockaday ED","Grapevine","Semis",32,3,"Hockaday","female",86.3,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"857","Hockaday ES","Holy Cross","Finals",24,3,"Hockaday","female",160,0,"Louisianna","Texas","2018",0,"non-Powerhouse","outofstate",0,NA,NA,-1,-1,-1,-1,-4
"858","Hockaday KB","Apple Valley","Octas",121,2,"Hockaday","female",138.8,0,"Minnesota","Texas","2018",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"859","Hockaday KB","Holy Cross","Finals",9,4,"Hockaday","female",171.8,0,"Louisianna","Texas","2018",0,"non-Powerhouse","outofstate",0,NA,NA,0,-1,-1,-1,-3
"860","Hockaday KK","Glenbrooks","Octas",110,3,"Hockaday","female",141.9,0,"Illinois","Texas","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"861","Hockaday KK","Grapevine","Semis",26,3,"Hockaday","female",87,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,0,-1,-1,-1,-1,-4
"862","Hockaday LJ","Grapevine","Semis",38,3,"Hockaday","female",85.6,0,"Texas","Texas","2016",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"863","Hockaday MS","Glenbrooks","Octas",124,3,"Hockaday","female",139.6,0,"Illinois","Texas","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"864","Hockaday MS","Greenhill","Octas",78,1,"Hockaday","female",112,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"865","Hockaday SF","St. Marks","Octas",91,1,"Hockaday","female",112.1,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"866","Hockaday SM","Apple Valley","Octas",87,3,"Hockaday","female",140.9,0,"Minnesota","Texas","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"867","Hockaday SM","Grapevine","Semis",64,2,"Hockaday","female",84.3,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"868","Hockaday SM","Greenhill","Octas",80,1,"Hockaday","female",110.9,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"869","Hockaday SM","St. Marks","Octas",44,3,"Hockaday","female",114.3,0,"Texas","Texas","2017",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"870","Holy Cross RS","Glenbrooks","Octas",93,3,"Holy Cross","male",143.7,0,"Illinois","Louisianna","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"871","Holy Cross RS","Grapevine","Semis",50,3,"Holy Cross","male",83.7,0,"Texas","Louisianna","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"872","Holy Cross RS","Greenhill","Octas",59,2,"Holy Cross","male",113.8,0,"Texas","Louisianna","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"873","Holy Cross TL","Glenbrooks","Octas",83,4,"Holy Cross","male",141.6,0,"Illinois","Louisianna","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"874","Holy Cross TL","Grapevine","Semis",40,3,"Holy Cross","male",85.1,0,"Texas","Louisianna","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"875","Holy Cross TL","Greenhill","Octas",71,2,"Holy Cross","male",111.2,0,"Texas","Louisianna","2017",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"876","Hoover AM","Glenbrooks","Octas",171,1,"Hoover","female",140.63,0,"Illinois","Ohio","2017",0,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"877","HouMem CC","UT","Semis",36,4,"Houston Memorial","female",85.4,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,0,-1,-1,-1,-1,-1,-5
"878","HouMem JM","UT","Semis",146,2,"Houston Memorial","female",83.6,0,"Texas","Texas","2019",0,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"879","HouMem MA","UT","Semis",119,2,"Houston Memorial","male",85.3,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,-1,-1,-1,-1,-1,-1,-6
"880","HouMem PK","UT","Semis",6,5,"Houston Memorial","male",87.3,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,1,1,1,0,-1,-1,1
"881","Houston Memorial AF","Grapevine","Semis",102,0,"Houston Memorial","male",81.9,0,"Texas","Texas","2016",1,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"882","Houston Memorial CC","Grapevine","Semis",81,2,"Houston Memorial","female",82.2,0,"Texas","Texas","2018",0,"non-Powerhouse","instate",1,NA,-1,-1,-1,-1,-1,-5
"883","Houston Memorial PK","Apple Valley","Octas",57,4,"Houston Memorial","male",142.6,0,"Minnesota","Texas","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
"884","Houston Memorial PK","Glenbrooks","Octas",105,3,"Houston Memorial","male",142.3,0,"Illinois","Texas","2016",1,"non-Powerhouse","outofstate",0,NA,-1,-1,-1,-1,-1,-5
